,Time,Bath Bedroom Door contact,Bathroom Motion motion,Living Room Motion motion,Main door temperature,Living Bedroom Door temperature,Bath Bedroom Door temperature,Living Bedroom Door contact,Main door contact,Kitchen Motion motion,bedroom,kitchen,bathroom
5,895,1,0,0,70,73,72,0,0,0,0,0,0
5,900,1,0,0,70,74,72,0,0,0,0,0,0
5,905,1,0,0,70,74,72,0,0,0,0,0,0
5,910,1,0,0,70,73,72,0,0,0,0,0,0
5,915,1,0,0,70,74,72,0,0,0,0,0,0
5,920,1,0,0,70,73,72,0,0,0,0,0,0
5,925,1,0,0,70,74,72,0,0,0,0,0,0
5,930,1,0,0,70,75,72,0,0,0,0,0,0
5,935,1,0,0,70,74,72,0,0,0,0,0,0
5,940,1,0,0,71,73,72,0,0,0,0,0,0
5,945,1,0,0,69,73,72,0,0,0,0,0,0
5,950,1,0,0,69,73,72,0,0,0,0,0,0
5,955,1,0,0,69,73,72,0,0,0,0,0,0
5,960,1,0,0,69,73,72,0,0,0,0,0,0
5,965,1,0,0,69,73,72,0,0,0,0,0,0
5,970,1,0,0,69,73,72,0,0,0,0,0,0
5,975,1,0,0,69,73,72,0,0,0,0,0,0
5,980,1,0,0,69,73,72,0,0,0,0,0,0
5,985,1,0,0,69,73,72,0,0,0,0,0,0
5,990,1,0,0,69,75,72,0,0,0,0,0,0
5,995,1,0,0,69,73,71,0,0,0,0,0,0
5,1000,1,0,0,71,73,71,0,0,0,0,0,1
5,1005,1,0,0,69,73,71,0,0,0,0,0,0
5,1010,1,0,0,69,73,71,0,0,0,0,0,0
5,1015,1,0,0,69,73,71,0,0,0,0,0,0
5,1020,1,0,0,69,73,73,0,0,0,0,0,0
5,1025,1,0,0,69,73,71,0,0,0,0,0,0
5,1030,1,0,0,69,73,71,0,0,0,0,0,0
5,1035,1,0,0,69,73,71,0,0,0,0,0,0
5,1040,1,0,0,69,73,71,0,0,0,0,0,1
5,1045,1,0,0,69,73,71,0,0,0,0,0,0
5,1050,1,0,0,69,75,71,0,0,0,0,0,0
5,1055,1,0,0,69,73,71,0,0,0,0,0,0
5,1060,1,0,0,70,73,71,0,0,0,0,0,0
5,1065,1,0,0,69,73,71,0,0,0,0,0,0
5,1070,1,0,0,68,73,71,0,0,0,0,0,0
5,1075,1,0,0,68,73,71,0,0,0,0,0,0
5,1080,1,0,0,68,73,73,0,0,0,0,0,0
5,1085,1,0,0,68,73,71,0,0,0,0,0,0
5,1090,1,0,0,68,73,71,0,1,1,0,1,0
5,1095,1,1,0,68,73,71,0,1,1,0,1,0
5,1100,1,0,0,68,73,71,0,0,1,0,1,0
5,1105,1,0,0,68,74,71,0,0,1,0,1,0
5,1110,1,0,0,68,75,72,0,0,1,0,1,0
5,1115,1,0,0,68,74,72,0,0,1,0,0,0
5,1120,1,0,0,67,74,72,0,0,1,0,1,0
5,1125,1,0,0,67,74,72,0,0,1,0,1,0
5,1130,1,0,0,67,74,72,0,0,1,0,1,0
5,1135,1,0,0,67,74,72,0,0,1,0,1,0
5,1140,1,0,0,67,74,72,0,0,1,0,1,0
5,1145,1,0,0,67,74,72,0,0,1,0,1,0
5,1150,1,1,0,67,74,72,0,0,1,0,1,0
5,1155,1,0,0,67,74,72,0,0,1,0,1,0
5,1160,1,0,0,67,74,72,0,0,1,0,1,0
5,1165,1,0,0,67,74,72,0,0,0,0,0,0
5,1170,1,0,0,67,75,72,0,1,0,0,0,0
5,1175,1,1,1,67,74,72,1,0,0,1,0,0
5,1180,1,0,1,68,74,72,0,0,0,1,0,0
5,1185,1,0,1,67,74,71,0,0,0,1,0,0
5,1190,1,0,0,66,74,71,0,0,0,0,0,0
5,1195,1,0,0,66,74,71,0,0,1,0,0,0
5,1200,1,0,1,66,74,71,0,0,1,1,0,0
5,1205,1,0,1,66,74,71,0,0,1,1,0,0
5,1210,1,0,1,66,74,71,0,0,0,1,0,0
5,1215,1,0,1,66,74,71,0,0,0,1,0,0
5,1220,1,1,1,65,74,71,1,1,0,1,0,0
5,1225,1,0,0,65,74,71,0,0,0,1,0,0
5,1230,1,0,0,65,74,71,0,0,0,1,0,0
5,1235,1,0,0,65,75,71,0,0,0,1,0,0
5,1240,1,0,0,65,74,71,0,0,0,1,0,0
5,1245,0,1,0,65,74,71,0,0,0,0,0,0
5,1250,0,1,0,65,74,71,0,0,0,0,0,1
5,1255,0,1,0,65,74,71,0,0,0,0,0,1
5,1260,0,1,0,65,74,71,0,0,0,0,0,1
5,1265,0,1,0,64,74,71,0,0,0,0,0,1
5,1270,0,1,0,64,74,71,0,0,0,0,0,1
5,1275,0,1,0,64,74,71,0,0,0,0,0,1
5,1280,1,1,0,64,74,71,0,0,0,0,0,1
5,1285,1,0,0,64,74,71,0,0,0,0,0,1
5,1290,1,0,0,64,74,72,0,0,0,0,0,1
5,1295,1,0,0,64,74,72,0,0,1,0,0,0
5,1300,1,0,0,64,74,72,0,0,0,0,0,0
5,1305,1,0,0,64,74,72,0,0,0,0,0,0
5,1310,1,0,0,64,74,72,0,0,0,0,0,0
5,1315,1,0,0,64,74,72,0,0,0,0,0,0
5,1320,1,0,0,64,74,72,0,0,0,0,0,0
5,1325,1,0,0,64,74,72,0,0,0,0,0,0
5,1330,1,0,0,64,74,73,0,0,0,0,0,0
5,1335,1,0,0,64,74,71,0,0,0,0,0,0
5,1340,1,0,0,64,74,71,0,0,0,0,0,0
5,1345,1,0,0,64,74,71,0,0,0,0,0,0
5,1350,1,0,0,63,74,71,0,0,0,0,0,0
5,1355,1,0,0,63,74,71,0,0,0,0,0,0
5,1360,1,0,0,63,74,71,0,0,0,0,0,0
5,1365,1,0,0,63,74,71,0,0,0,0,0,0
5,1370,1,0,0,63,74,71,0,0,0,0,0,0
5,1375,1,0,0,63,74,71,0,0,0,0,0,0
5,1380,1,0,0,63,74,71,0,0,0,0,0,0
5,1385,1,0,0,63,74,71,0,0,0,0,0,0
5,1390,1,0,0,63,74,73,0,0,0,0,0,0
5,1395,1,0,0,63,74,71,0,0,0,0,0,0
5,1400,1,0,0,63,74,71,0,0,0,0,0,0
5,1405,1,0,0,63,74,71,0,0,0,0,0,0
5,1410,1,0,0,62,73,71,0,0,0,0,0,0
5,1415,1,0,0,62,73,71,0,0,0,0,0,0
5,1420,1,0,0,62,75,71,0,0,0,0,0,0
5,1425,1,0,0,62,73,71,0,0,0,0,0,0
5,1430,1,0,0,62,73,71,0,0,0,0,0,0
5,1435,1,0,0,62,73,71,0,0,0,0,0,0
6,0,1,0,0,62,73,71,0,0,0,0,0,0
6,5,1,1,0,62,73,71,0,0,0,0,0,1
6,10,1,1,0,62,73,72,0,0,1,0,0,1
6,15,1,0,0,62,73,71,0,0,0,0,0,1
6,20,1,0,0,62,73,70,0,0,0,0,0,0
6,25,1,0,0,62,73,70,0,0,0,0,0,0
6,30,1,0,0,62,73,70,0,0,0,0,0,0
6,35,1,0,0,62,73,70,0,0,0,0,0,0
6,40,1,0,0,63,74,70,0,0,0,0,0,0
6,45,1,0,0,62,73,70,0,0,0,0,0,0
6,50,1,0,0,62,73,70,0,0,0,0,0,0
6,55,1,0,0,62,73,70,0,0,0,0,0,0
6,60,1,0,0,62,73,70,0,0,0,0,0,0
6,65,1,0,0,62,73,70,0,0,0,0,0,0
6,70,1,0,0,62,72,72,0,0,0,0,0,0
6,75,1,0,0,62,72,70,0,0,0,0,0,0
6,80,1,0,0,61,72,70,0,0,0,0,0,0
6,85,1,0,0,61,72,70,0,0,0,0,0,0
6,90,1,0,0,61,72,70,0,0,0,0,0,0
6,95,1,0,0,61,72,70,0,0,0,0,0,0
6,100,1,0,0,62,72,70,0,0,0,0,0,0
6,105,1,0,0,61,72,70,0,0,0,0,0,0
6,110,1,0,0,61,72,70,0,0,0,0,0,0
6,115,1,0,0,61,72,70,0,0,0,0,0,0
6,120,1,0,0,61,72,70,0,0,0,0,0,0
6,125,1,0,0,61,72,70,0,0,0,0,0,0
6,130,1,0,0,61,72,71,0,0,0,0,0,0
6,135,1,0,0,61,72,70,0,0,0,0,0,0
6,140,1,0,0,61,72,70,0,0,0,0,0,0
6,145,1,0,0,61,72,69,0,0,0,0,0,0
6,150,1,0,0,61,72,69,0,0,0,0,0,0
6,155,1,0,0,61,72,69,0,0,0,0,0,0
6,160,1,0,0,62,72,69,0,0,0,0,0,0
6,165,1,0,0,61,72,69,0,0,0,0,0,0
6,170,1,0,0,61,72,69,0,0,0,0,0,0
6,175,1,0,0,61,72,69,0,0,0,0,0,0
6,180,1,0,0,61,72,69,0,0,0,0,0,0
6,185,1,0,0,61,72,69,0,0,0,0,0,0
6,190,1,0,0,61,71,69,0,0,0,0,0,0
6,195,1,0,0,61,71,69,0,0,0,0,0,0
6,200,1,0,0,61,71,69,0,0,0,0,0,0
6,205,1,0,0,61,71,69,0,0,0,0,0,0
6,210,1,0,0,61,71,69,0,0,0,0,0,0
6,215,1,0,0,61,71,69,0,0,0,0,0,0
6,220,1,0,0,62,71,69,0,0,0,0,0,0
6,225,1,0,0,61,71,69,0,0,0,0,0,0
6,230,1,0,0,61,71,69,0,0,0,0,0,0
6,235,1,0,0,61,71,69,0,0,0,0,0,0
6,240,1,0,0,60,71,69,0,0,0,0,0,0
6,245,1,0,0,60,71,69,0,0,0,0,0,0
6,250,1,0,0,60,71,69,0,0,0,0,0,0
6,255,1,0,0,60,71,69,0,0,0,0,0,0
6,260,1,0,0,60,71,69,0,0,0,0,0,0
6,265,1,0,0,60,71,69,0,0,0,0,0,0
6,270,1,0,0,60,71,69,0,0,0,0,0,0
6,275,1,0,0,60,71,69,0,0,0,0,0,0
6,280,1,0,0,61,71,69,0,0,0,0,0,0
6,285,1,0,0,60,71,69,0,0,0,0,0,0
6,290,1,0,0,60,71,69,0,0,0,0,0,0
6,295,1,0,0,60,71,69,0,0,0,0,0,0
6,300,1,0,0,60,71,69,0,0,0,0,0,0
6,305,1,0,0,60,71,68,0,0,0,0,0,0
6,310,1,0,0,60,71,69,0,0,0,0,0,0
6,315,1,0,0,60,71,70,0,0,0,0,0,0
6,320,1,0,0,60,71,68,0,0,0,0,0,0
6,325,1,0,0,60,71,68,0,0,0,0,0,0
6,330,1,0,0,60,71,68,0,0,0,0,0,0
6,335,1,0,0,60,71,68,0,0,0,0,0,0
6,340,1,0,0,61,71,68,0,0,0,0,0,0
6,345,1,0,0,60,71,68,0,0,0,0,0,0
6,350,1,0,0,60,70,68,0,0,0,0,0,0
6,355,1,0,0,60,70,68,0,0,0,0,0,0
6,360,1,0,0,60,70,68,0,0,0,0,0,0
6,365,1,0,0,60,70,68,0,0,0,0,0,0
6,370,1,0,0,60,70,68,0,0,0,0,0,0
6,375,1,0,0,60,70,70,0,0,0,0,0,0
6,380,1,0,0,60,70,68,0,0,0,0,0,0
6,385,1,0,0,60,70,68,0,0,0,0,0,0
6,390,1,0,0,60,70,68,0,0,0,0,0,0
6,395,1,0,0,60,70,68,0,0,0,0,0,0
6,400,1,0,0,60,70,68,0,0,0,0,0,0
6,405,1,0,0,60,70,68,0,0,0,0,0,0
6,410,1,0,0,60,70,68,0,0,0,0,0,0
6,415,1,0,0,60,70,68,0,0,0,0,0,0
6,420,1,0,0,60,70,68,0,0,0,0,0,0
6,425,1,0,0,60,70,68,0,0,0,0,0,0
6,430,1,0,0,60,70,68,0,0,0,0,0,0
6,435,1,0,0,60,70,69,0,0,0,0,0,0
6,440,1,0,0,59,70,68,0,0,0,0,0,0
6,445,1,0,0,59,70,68,0,0,0,0,0,0
6,450,1,0,0,59,70,68,0,0,0,0,0,0
6,455,1,0,0,59,70,67,0,0,0,0,0,0
6,460,1,0,0,59,70,67,0,0,0,0,0,0
6,465,1,0,0,59,70,67,0,0,0,0,0,0
6,470,1,0,0,59,70,67,0,0,0,0,0,0
6,475,1,0,0,59,70,67,0,0,0,0,0,0
6,480,1,0,0,60,70,67,0,0,0,0,0,0
6,485,1,0,0,60,70,67,0,0,0,0,0,0
6,490,1,0,0,60,70,67,0,0,0,0,0,0
6,495,1,0,0,60,70,67,0,0,0,0,0,0
6,500,1,0,0,60,70,67,0,0,0,0,0,0
6,505,1,0,0,60,70,67,0,0,0,0,0,0
6,510,1,0,0,61,70,67,0,0,0,0,0,0
6,515,1,0,0,61,70,67,0,0,0,0,0,0
6,520,1,0,0,61,70,67,0,0,0,0,0,0
6,525,1,0,0,61,71,67,0,0,0,0,0,0
6,530,1,0,0,62,70,68,0,0,0,0,0,0
6,535,1,0,0,62,70,68,0,0,0,0,0,0
6,540,1,0,0,62,70,68,0,0,0,0,0,0
6,545,1,0,0,62,70,68,0,0,0,0,0,0
6,550,1,0,0,62,70,68,0,0,0,0,0,0
6,555,1,0,0,63,70,68,0,0,0,0,0,0
6,560,1,0,0,63,70,68,0,0,0,0,0,0
6,565,1,0,0,63,70,68,0,0,0,0,0,0
6,570,1,0,0,63,70,68,0,0,0,0,0,0
6,575,1,1,0,63,70,68,0,0,1,0,0,0
6,580,1,0,0,63,70,68,0,0,1,0,0,0
6,585,1,1,0,64,71,68,0,0,1,0,0,0
6,590,0,1,0,64,70,68,0,0,0,0,0,0
6,595,1,1,0,64,71,68,0,0,0,0,0,0
6,600,1,0,0,64,71,69,0,0,1,0,0,0
6,605,1,0,0,64,71,69,0,0,1,0,0,0
6,610,1,0,0,64,71,69,0,0,0,0,0,0
6,615,1,0,0,64,71,69,0,0,0,0,0,0
6,620,1,0,0,64,71,70,0,0,0,0,0,0
6,625,1,0,0,65,71,69,0,0,0,0,0,0
6,630,1,0,0,65,71,69,0,0,0,0,0,0
6,635,1,0,0,65,71,69,0,0,0,0,0,0
6,640,1,0,0,66,71,69,0,0,0,0,0,0
6,645,1,0,0,65,71,69,0,0,0,0,0,0
6,650,1,0,0,65,71,69,0,0,0,0,0,0
6,655,1,0,0,65,71,69,0,0,0,0,0,0
6,660,1,0,0,65,71,69,0,0,0,0,0,0
6,665,1,0,0,65,71,69,0,0,0,0,0,0
6,670,1,0,0,66,71,69,0,0,0,0,0,0
6,675,1,0,0,66,71,69,0,0,0,0,0,0
6,680,1,0,0,66,71,71,0,0,0,0,0,0
6,685,1,0,0,66,71,69,0,0,0,0,0,0
6,690,1,1,0,66,71,69,0,0,0,0,0,0
6,695,1,1,0,66,71,70,0,0,1,0,1,0
6,700,1,0,0,68,72,70,0,0,1,0,1,0
6,705,1,0,0,67,72,70,0,0,1,0,1,0
6,710,1,0,0,67,72,70,0,0,1,0,1,0
6,715,1,1,0,68,72,70,0,0,1,0,1,0
6,720,1,0,0,67,72,70,0,0,0,0,1,0
6,725,1,0,0,67,72,70,0,0,0,0,0,0
6,730,1,0,0,67,72,70,0,0,0,0,0,0
6,735,1,0,0,68,72,70,0,0,0,0,0,0
6,740,1,0,0,68,72,72,0,0,0,0,0,0
6,745,0,1,0,68,72,70,0,0,0,0,0,0
6,750,1,1,0,68,72,70,0,0,0,0,0,0
6,755,1,0,0,68,72,70,0,0,0,0,0,0
6,760,1,0,0,69,72,70,0,0,0,0,0,0
6,765,1,0,0,67,72,71,0,0,0,0,0,0
6,770,1,0,0,67,72,71,0,0,0,0,0,0
6,775,1,0,0,67,72,71,0,0,0,0,0,0
6,780,1,0,0,67,72,71,0,0,0,0,0,0
6,785,1,0,0,67,72,71,0,0,0,0,0,0
6,790,1,0,0,67,72,71,0,0,0,0,0,0
6,795,1,0,0,68,72,71,0,0,0,0,0,0
6,800,1,0,0,68,72,71,0,0,0,0,0,0
6,805,1,0,0,68,72,71,0,0,0,0,0,0
6,810,1,0,0,67,72,71,0,0,0,0,0,0
6,815,1,0,0,67,72,71,0,0,0,0,0,0
6,820,1,0,0,69,72,71,0,0,0,0,0,0
6,825,1,0,0,67,72,71,0,0,0,0,0,0
6,830,1,0,0,67,73,71,0,0,0,0,0,0
6,835,1,0,0,67,72,71,0,0,0,0,0,0
6,840,1,1,0,67,72,71,0,0,1,0,1,0
6,845,1,1,0,67,72,71,0,0,1,0,1,0
6,850,1,0,0,67,72,71,0,0,1,0,1,0
6,855,1,0,0,67,72,71,0,0,1,0,1,0
6,860,1,0,0,67,73,71,0,0,1,0,1,0
6,865,1,0,0,67,73,73,0,0,1,0,1,0
6,870,1,0,0,67,73,71,0,0,1,0,1,0
6,875,1,0,0,67,73,71,0,0,0,0,1,0
6,880,1,1,0,67,73,71,0,1,1,0,1,0
6,885,1,1,0,67,73,71,0,0,1,0,1,0
6,890,1,0,0,67,74,71,0,0,0,0,1,0
6,895,1,0,0,68,73,71,0,0,0,0,1,0
6,900,1,0,0,68,73,71,0,0,0,0,1,0
6,905,1,0,0,68,73,71,0,0,0,0,1,0
6,910,1,0,0,68,73,71,0,0,0,0,1,0
6,915,1,0,0,67,73,71,0,0,0,0,0,0
6,920,1,0,0,67,73,71,0,0,0,0,0,0
6,925,1,0,0,67,73,71,0,0,0,0,0,0
6,930,1,0,0,67,73,73,0,0,0,0,0,0
6,935,1,0,0,67,73,71,0,0,0,0,0,0
6,940,1,0,0,67,73,71,0,0,0,0,0,0
6,945,1,0,0,67,73,71,0,0,0,0,0,0
6,950,1,0,0,67,73,71,0,0,0,0,0,0
6,955,1,0,0,67,73,71,0,0,0,0,0,0
6,960,1,0,0,67,73,71,0,0,0,0,0,0
6,965,1,0,0,67,73,71,0,0,0,0,0,0
6,970,1,0,0,67,73,70,0,0,0,0,0,0
6,975,1,0,0,67,73,71,0,0,0,0,1,0
6,980,1,0,0,67,73,71,0,0,0,0,0,0
6,985,1,0,0,67,73,71,0,0,0,0,0,0
6,990,1,0,0,67,73,72,0,0,0,0,0,0
6,995,1,1,1,67,73,71,1,1,0,1,0,1
6,1000,0,1,1,67,73,71,1,0,0,1,0,1
6,1005,1,1,1,67,73,71,1,0,0,1,0,1
6,1010,1,0,1,67,73,71,0,0,0,1,0,1
6,1015,1,0,1,67,75,71,0,0,0,1,0,1
6,1020,1,0,1,66,73,71,0,0,0,1,0,1
6,1025,1,0,1,66,73,71,0,0,0,1,0,1
6,1030,1,0,0,66,73,71,0,0,0,1,0,1
6,1035,1,1,1,66,73,71,1,0,0,1,0,1
6,1040,1,1,1,66,73,71,1,1,0,1,0,1
6,1045,1,0,0,66,73,71,0,0,0,0,0,1
6,1050,1,0,0,66,73,71,0,0,0,0,0,0
6,1055,1,0,0,66,73,73,0,0,0,0,0,0
6,1060,1,0,0,66,74,71,0,0,0,0,0,0
6,1065,1,0,0,66,74,71,0,0,0,0,0,0
6,1070,1,1,0,66,74,71,0,1,1,0,0,0
6,1075,1,0,0,66,74,71,0,0,0,0,0,0
6,1080,1,0,0,66,74,71,0,0,0,0,0,0
6,1085,1,0,0,66,74,71,0,0,0,0,0,0
6,1090,1,0,0,66,74,71,0,1,1,0,0,0
6,1095,1,0,0,66,74,71,0,0,1,0,0,0
6,1100,1,0,0,66,74,71,0,0,1,1,0,0
6,1105,1,0,0,66,74,71,0,0,1,0,0,0
6,1110,1,0,0,66,74,70,0,0,0,0,0,0
6,1115,1,0,0,66,74,70,0,0,0,0,0,0
6,1120,1,0,0,66,74,70,0,0,0,0,0,0
6,1125,1,1,0,66,74,70,0,0,1,0,0,0
6,1130,1,0,0,66,74,70,0,0,0,0,0,0
6,1135,1,0,0,66,74,70,0,0,0,0,0,0
6,1140,1,1,1,66,74,70,1,1,0,0,0,0
6,1145,1,1,1,66,74,70,1,1,0,0,0,0
6,1150,1,0,0,66,74,70,0,0,0,0,0,0
6,1155,1,0,0,66,73,70,0,0,0,0,0,0
6,1160,1,0,0,66,73,70,0,0,0,0,0,0
6,1165,1,1,0,65,73,70,0,0,0,0,0,0
6,1170,1,1,0,65,73,70,0,0,1,0,0,0
6,1175,1,0,0,65,73,70,0,1,1,0,0,0
6,1180,1,0,0,65,73,72,0,0,0,0,0,0
6,1185,1,0,0,65,73,70,0,0,0,0,0,0
6,1190,1,0,0,65,73,70,0,0,0,0,0,0
6,1195,1,0,0,65,73,70,0,0,0,0,0,0
6,1200,1,0,0,65,73,70,0,0,0,0,0,0
6,1205,1,0,0,65,73,70,0,0,0,0,0,0
6,1210,1,0,0,65,73,70,0,0,0,0,0,0
6,1215,1,0,0,65,73,70,0,0,0,0,0,0
6,1220,1,0,0,65,73,69,0,0,0,0,0,0
6,1225,1,0,0,65,73,69,0,0,0,0,0,0
6,1230,1,0,0,65,73,69,0,0,0,0,0,0
6,1235,1,0,0,65,73,69,0,0,0,0,0,0
6,1240,1,0,0,65,73,69,0,0,0,0,0,0
6,1245,1,0,0,65,73,69,0,0,0,0,0,0
6,1250,1,0,0,65,73,69,0,0,0,0,0,0
6,1255,1,0,0,64,73,69,0,0,0,0,0,0
6,1260,1,0,0,64,74,69,0,0,0,0,0,0
6,1265,1,0,0,64,73,69,0,0,0,0,0,0
6,1270,1,0,0,64,72,69,0,0,0,0,0,0
6,1275,1,0,0,64,72,69,0,0,0,0,0,0
6,1280,1,0,0,64,72,69,0,0,0,0,0,0
6,1285,1,0,0,64,72,69,0,0,0,0,0,0
6,1290,1,0,0,64,72,69,0,0,0,0,0,0
6,1295,1,0,0,64,72,69,0,0,0,0,0,0
6,1300,1,0,0,64,72,69,0,0,0,0,0,0
6,1305,1,0,0,64,72,69,0,0,0,0,0,0
6,1310,1,0,0,64,72,69,0,0,0,0,0,0
6,1315,1,0,0,64,72,69,0,0,0,0,0,0
6,1320,1,0,0,64,73,69,0,0,0,0,0,0
6,1325,1,0,0,64,72,69,0,0,0,0,0,0
6,1330,1,0,0,64,72,69,0,0,0,0,0,0
6,1335,1,0,0,64,72,69,0,0,0,0,0,0
6,1340,1,0,0,64,72,69,0,0,0,0,0,0
6,1345,1,0,0,64,72,69,0,0,0,0,0,0
6,1350,1,0,0,64,72,68,0,0,0,0,0,0
6,1355,1,0,0,64,72,68,0,0,0,0,0,0
6,1360,1,0,0,64,72,68,0,0,0,0,0,0
6,1365,1,0,0,64,72,70,0,0,0,0,0,0
6,1370,1,0,0,63,72,68,0,0,0,0,0,0
6,1375,1,0,0,64,72,68,0,0,0,0,0,0
6,1380,1,0,0,63,72,68,0,0,0,0,0,0
6,1385,1,0,0,63,72,68,0,0,0,0,0,0
6,1390,1,0,0,63,72,68,0,0,0,0,0,0
6,1395,1,0,0,63,72,68,0,0,0,0,0,0
6,1400,1,0,0,63,71,68,0,0,0,0,0,0
6,1405,1,0,0,63,71,68,0,0,0,0,0,0
6,1410,1,0,0,63,71,68,0,0,0,0,0,0
6,1415,1,0,0,63,71,68,0,0,0,0,0,0
6,1420,1,0,0,63,71,68,0,0,0,0,0,0
6,1425,1,0,0,63,71,70,0,0,0,0,0,0
6,1430,1,0,0,63,71,68,0,0,0,0,0,0
6,1435,1,0,0,63,71,68,0,0,0,0,0,0
7,0,1,0,0,63,71,68,0,0,0,0,0,0
7,5,1,0,0,63,71,68,0,0,0,0,0,0
7,10,1,0,0,63,71,68,0,0,0,0,0,0
7,15,1,0,0,63,71,68,0,0,0,0,0,0
7,20,1,0,0,63,71,68,0,0,0,0,0,0
7,25,1,0,0,63,71,68,0,0,0,0,0,0
7,30,1,0,0,63,71,68,0,0,0,0,0,0
7,35,1,0,0,64,71,68,0,0,0,0,0,0
7,40,1,0,0,63,71,67,0,0,0,0,0,0
7,45,1,0,0,63,71,68,0,0,0,0,0,0
7,50,1,0,0,63,71,67,0,0,0,0,0,0
7,55,1,0,0,62,71,67,0,0,0,0,0,0
7,60,0,1,0,62,71,67,0,1,1,0,0,0
7,65,0,1,0,62,71,67,0,0,0,0,0,0
7,70,1,1,0,62,71,67,0,0,1,0,0,0
7,75,1,1,0,62,71,68,0,0,1,0,0,0
7,80,1,0,0,62,71,68,0,0,0,0,0,0
7,85,1,0,0,62,71,68,0,0,0,0,0,0
7,90,1,0,0,62,71,68,0,0,0,0,0,0
7,95,1,0,0,62,71,68,0,0,0,0,0,0
7,100,1,0,0,62,71,68,0,0,0,0,0,0
7,105,1,0,0,62,71,70,0,0,0,0,0,0
7,110,1,0,0,62,71,68,0,0,0,0,0,0
7,115,1,0,0,62,71,68,0,0,0,0,0,0
7,120,1,0,0,62,71,68,0,0,0,0,0,0
7,125,1,0,0,62,72,68,0,0,0,0,0,0
7,130,1,0,0,62,71,68,0,0,0,0,0,0
7,135,1,0,0,62,71,68,0,0,0,0,0,0
7,140,1,0,0,62,71,68,0,0,0,0,0,0
7,145,1,0,0,61,71,68,0,0,0,0,0,0
7,150,1,0,0,61,71,68,0,0,0,0,0,0
7,155,1,0,0,61,71,68,0,0,0,0,0,0
7,160,1,0,0,61,71,68,0,0,0,0,0,0
7,165,1,0,0,61,71,70,0,0,0,0,0,0
7,170,1,0,0,61,71,68,0,0,0,0,0,0
7,175,1,0,0,61,71,68,0,0,0,0,0,0
7,180,1,0,0,61,71,68,0,0,0,0,0,0
7,185,1,0,0,61,72,68,0,0,0,0,0,0
7,190,1,0,0,61,71,68,0,0,0,0,0,0
7,195,1,0,0,61,71,68,0,0,0,0,0,1
7,200,1,0,0,61,71,68,0,0,0,0,0,1
7,205,1,0,0,61,71,68,0,0,0,0,0,1
7,210,1,0,0,61,71,68,0,0,0,0,0,1
7,215,1,0,0,61,71,68,0,0,0,0,0,1
7,220,1,0,0,61,71,68,0,0,0,0,0,0
7,225,1,0,0,61,71,68,0,0,0,0,0,0
7,230,1,0,0,61,71,68,0,0,0,0,0,0
7,235,1,0,0,61,71,68,0,0,0,0,0,0
7,240,1,0,0,61,71,68,0,0,0,0,0,0
7,245,1,0,0,61,71,68,0,0,0,0,0,0
7,250,1,0,0,61,71,68,0,0,0,0,0,0
7,255,1,0,0,61,71,68,0,0,0,0,0,0
7,260,1,0,0,61,71,68,0,0,0,0,0,0
7,265,1,0,0,61,71,68,0,0,0,0,0,0
7,270,1,0,0,61,71,68,0,0,0,0,0,0
7,275,1,0,0,61,71,68,0,0,0,0,0,0
7,280,1,0,0,61,70,68,0,0,0,0,0,0
7,285,1,0,0,61,71,68,0,0,0,0,0,0
7,290,1,0,0,61,70,68,0,0,0,0,0,0
7,295,1,0,0,61,70,68,0,0,0,0,0,0
7,300,1,0,0,61,71,68,0,0,0,0,0,0
7,305,1,0,0,61,70,68,0,0,0,0,0,0
7,310,1,0,0,61,70,68,0,0,0,0,0,0
7,315,1,0,0,61,70,68,0,0,0,0,0,0
7,320,1,0,0,61,70,68,0,0,0,0,0,0
7,325,1,0,0,61,70,68,0,0,0,0,0,0
7,330,1,0,0,61,70,68,0,0,0,0,0,0
7,335,1,0,0,61,70,68,0,0,0,0,0,0
7,340,1,0,0,61,70,68,0,0,0,0,0,0
7,345,1,0,0,61,70,68,0,0,0,0,0,0
7,350,1,0,0,61,70,69,0,0,0,0,0,0
7,355,1,0,0,61,70,68,0,0,0,0,0,0
7,360,1,0,0,61,70,68,0,0,0,0,0,0
7,365,1,0,0,60,70,68,0,0,0,0,0,0
7,370,1,0,0,60,70,68,0,0,0,0,0,0
7,375,1,0,0,60,70,68,0,0,0,0,0,0
7,380,1,0,0,60,70,68,0,0,0,0,0,0
7,385,1,0,0,60,70,68,0,0,0,0,0,0
7,390,1,0,0,60,70,68,0,0,0,0,0,0
7,395,1,0,0,60,70,68,0,0,0,0,0,0
7,400,1,0,0,60,70,68,0,0,0,0,0,0
7,405,1,0,0,60,70,67,0,0,0,0,0,0
7,410,1,0,0,60,70,69,0,0,0,0,0,0
7,415,1,0,0,60,70,67,0,0,0,0,0,0
7,420,1,0,0,60,70,67,0,0,0,0,0,0
7,425,1,0,0,60,70,67,0,0,0,0,0,0
7,430,1,0,0,60,70,67,0,0,0,0,0,0
7,435,1,0,0,60,70,67,0,0,0,0,0,0
7,440,1,0,0,60,70,67,0,0,0,0,0,0
7,445,1,0,0,60,70,67,0,0,0,0,0,0
7,450,1,0,0,60,70,67,0,0,0,0,0,0
7,455,1,0,0,60,70,67,0,0,0,0,0,0
